Lat,Lon,Address
17.81516667,76.28169444,"OSM137RTVI9TJR_NALDURG-2,C/o Kasar Bldg,Basweshwar Chowk,Naldurg Tq Tuljapur Dist Osmanabad"
18.32138889,76.14136111,"OSM139RATI9OSD_TER-2,C/o Tapdia Bldg,Nr Grampanchayat Office Ter Tq & Dist Osmanabad"
17.83805278,76.63689167,"OSM141UTVI9ORG_BALAJINAGAR,C/o Khandarkar Bldg,Balajinagar Omerga Dist Osmanabad"
18.27106944,75.45415,"OSM142UTVI9PRD_PARANDA-2,C/o Mujawar Bldg,Mangalwar Peth,Paranda Dist Osmanabad"
18.00161111,76.07391667,"OSM143UATI9TJR_TULJAPUR-4,C/o Sonkamble Bldg,Nr Engineering College Naldurg Rd,Tuljapur Dist Osmanabad"
18.22977778,76.04027778,"OSM144CATI9OSD_MIDC-VENU TILES,C/o Venu Tiles, MIDC Area,Osmanabad"
18.45367,75.396,OSM145RNBI9PRD Telephone Exchange Watephal Tq.Paranda Dist Osmanabad Pin - 413505
18.18983333,76.056,"OSM146CATI9OSD_SANJA-CWK-CORNER,C/o Balaji Kiran Store,Sanja Chowk Corner, Jawale Bldg,Osmanabad"
18.29110667,75.600905,"laxmi mandir trust , at po shirsav"
18.17195,76.04155,"Near ST Bus Depo ,Vairag Road, Osmanabad"
18.19621,76.04639,"SITE ID - VF5464,GATE no. 155/3, bank colony, taluka:osmanabad,dist:Osmamabad,Pincode:413501
 TOWN CODE- 802848"
17.6979,76.4678,"A/P KESAR JAWALGA, TALUKA-UMERGA, DIST-OSMANABAD, MAHARASHTRA, PINCODE-413605, TOWNCODE- 561768"
18.1751,76.1228,"MR SHIVAJI VAMAN PAWAR MR. SHIVAJI VAMAN PAWAR,AT/P-MEDSINGA,TEHSOL & DISTT.-OSMANABAD,CONTACT NO.-9921983162 TOWN CODE:-561482"
17.7995,76.392,"AT POST-ASHTA KASAR TALUKA-LOHA,DISST-OSMANABAD,PINCODE-416313,Maharashtra, TOWNCODE- 561636"
18.5265,75.96919,"A/P Andora Tal:-Kalamb,Dist:-Osmanabad"
18.34114,76.01227,"Vimal Bhaskar Jadhav Gat no-135, A/p- Jawale Dhumala, , Tal & Dist- Osmanabad, 413501 
 TOWN CODE- 561383"
18.18238,76.03993,"TATA Tower, Shaik Building, Kala Maruti Chowk, Osmanabad"
17.994083,76.326199,"Lohara - Kanegaon Rd, Lohara, Dist Osmanabad 413608"
17.931555,76.008527,"Mr.Chandrasekhar Sandipan Wadne, At/P- Malumbra,Tal-Tuljapur, Dist-Osmanabad - Ph-9850637501"
18.16533,76.05285,"Mr.Bapu Udhavrao Ingale,Sy.No.372/2, Behind Mayur Palace, Ring Road,Osmanabad, Mob-9421360280"
17.7368,76.4796,"Belamb, M.No.73, A/Pbelamb,"
18.177815,76.035229,"C/O Dhannajay Shingade, Near Civil Hospital"
18.366527,76.092436,"Shri Langade D.S.Langade Niwas,Dhoki Gaon Tq .Osmanabad 413508"
18.022055,76.076674,"Telephone bhavan,Tuljapur 413601"
18.4622,75.6607,"Open Plot Of Mr. Kiran Jadhav,Kapila Sahakari Dudh Mandli,Nr. Bus Stand.Tal-Bhum"
18.188885,76.043297,"c/o rupamata multistate credit co society,behind district court"
18.497177,76.065611,"At po.Mangrul, Tq.kallam"
18.0784,76.0968,"Nanasaheb Shamrao Patil,Gat No. 89, A/P-Bavi, Tal & Dist-Osmanabad.Pin-413501.,9730135871"
18.1165,76.0188,"Mr.Bapu Saheb Kishan Rao Deshmukh,Vill+Post-Pohner,Taluka-Osmanabad,Dist-Osmanabad,Cont No-09423342931 / 02472-239542"
17.9835,76.57057,"At.Po Pethsawangi,Tq.Umarga,Dist Osmanabad"
18.197172,76.07206,Site Add. : at post Sanja Tal. & Dist. : Osamanabad 413501
18.007935,76.077018,"c/o Trimurti Mangal Karyalaya,tuljapur"
18.568454,76.186682,"Rukhminbai P Avhad,At po.Avhad Shirpura,Tq.paranda"
18.321044,75.514272,"At po.Rajori,tq.Paranda"
18.454861,76.248722,"Mr.Bhagwat Appa Rao ,Vill+Post-Naigaon,Taluka-Kalamb,Dist-Osmanabad,Cont No-9226056922"
17.833526,76.619764,shivpuri colony at post omerga
18.580591,76.028416,"Dwarka nagari at post kallam,9561618333,413507"
18.580591,76.028416,Dwarka nagari at post kallam
18.202229,76.03597,"shahu nagar, dist.osmanabad , "
18.562166,76.031055,"Mr.Mahadev Namdeo Kale, Near Ramchandra Society, A/P:Diksal,Tal:Kalamb,Dist:Osmanabad Ph:9421354652"
18.5195,75.8959,"Vijay Rambhau Deshmukh,Gat No.202, A/P-Mandva, Tal-Washi, Dist- Osmanabad.,9423351863"
18.395,75.992,At po.wagholi Gaur
18.177087,76.006005,"Shri Late D.S., hataladevi road osmanabad"
17.839748,76.618931,"c/o suryawanshi building sonar galli near shivaji statue, omerga"
17.832563,76.624937,"Ekkondi road, Omerga 7, Dis.osmanabad ,413606"
17.832563,76.624937,"Adv.Birajdar S.V., at ekondi road,omerga"
17.830329,76.63912,"C/O RATHOD BULIDING,diggi road omerga"
